Method,nSNP,Min_F,Beta,SE,P,OR,Gene
Wald ratio,1,24.880144000000005,2.4237012429831597,0.948010585404972,0.0105695114822199,11.287560097519613,DPYSL3
Wald ratio,1,196.31092321000003,0.8651403958290212,0.3384504000399683,0.0105828132585532,2.375339550333438,C14orf183
IVW,2,23.77635121,-0.9507574177990882,0.3723185352963482,0.0106611706572798,0.3864482098248251,RP11-424I19.2
Wald ratio,1,54.06955024000001,1.6735611706467932,0.6557764782679648,0.0107097331925729,5.331119057519127,FOSB
IVW,4,21.88742656,-1.3487112846500542,0.5284923292647525,0.0107107181670509,0.2595745629130743,TUBB
Wald ratio,1,590.97123801,0.494180848131831,0.193724984471347,0.0107432761550836,1.6391549721047214,SHD
Wald ratio,1,151.92781081,1.267928865234993,0.4971895439683917,0.0107663566042111,3.553485188865832,ADCK4
IVW,4,26.857269760000005,0.4082697291878665,0.1601675791567467,0.0108027329961086,1.5042128365631895,PLOD1
IVW,5,25.01800324,-0.837165592532785,0.328593506709704,0.0108428189821148,0.4329359027521364,FLOT1
IVW,2,21.913633439999995,-0.9059329873812392,0.3557981884702359,0.0108903089562428,0.4041646286441585,RP11-793H13.11
Wald ratio,1,308.26580625,-1.411296938630215,0.5544252655560301,0.0109117178087292,0.2438268495400511,AC008592.4
Wald ratio,1,271.7750073600001,0.9501625661183092,0.3739407968166156,0.0110553674000366,2.5861300422673223,IDH3B
Wald ratio,1,126.58725120999998,-1.188086835953818,0.4680530970305126,0.0111373641292771,0.3048038463612533,RP11-81K2.1
Wald ratio,1,171.18058896000005,-1.0468621938915894,0.4125361827020086,0.0111607454340896,0.3510375104344406,RP11-552F3.10
Wald ratio,1,39.98285824,-2.186453789220648,0.862353586791498,0.0112303186776818,0.1123143335409806,FAM178B
Wald ratio,1,309.65440900000004,-0.7095409558447461,0.2802066147638801,0.0113347280707747,0.4918699356642115,ADD1
IVW,2,51.67740769000001,-0.3604613230073288,0.1423828424926785,0.0113532250718642,0.6973545461580911,GUF1
IVW,5,22.953681000000003,-0.2462280810858632,0.097409699698963,0.0114793670180557,0.7817439035919904,MCTP1
Wald ratio,1,113.806224,1.261116985376828,0.4989889951256093,0.0114928776113645,3.5293615316902205,FAM193A
Wald ratio,1,50.04713536,-2.3819527027027028,0.9425591145538844,0.0115004732610461,0.0923700300825968,TATDN1
Wald ratio,1,480.267225,-0.6189900250969655,0.2449422952315765,0.0115013629394902,0.5384880224331874,DNAJC19P5
Wald ratio,1,145.998889,-1.1092509807167097,0.4394270959198875,0.0115925074864235,0.3298058995613145,CHPF
IVW,5,39.19511236,-0.406742213357889,0.1612083745245267,0.0116330726360283,0.6658158066014241,RNGTT
Wald ratio,1,1173.23375625,0.5578242756003212,0.2211372950879498,0.0116515787133146,1.7468676600641635,RP1-34L19.1
IVW,2,22.22368164,1.266693183634694,0.5030353612959754,0.0117989923008705,3.5490969244082127,TNXA
Wald ratio,1,34.51680001,-3.020800973600449,1.2008205817773316,0.0118825268105269,0.0487621455246797,MYL4
Wald ratio,1,26.526620160000004,3.7408892513202856,1.4870831391736563,0.0118833836532106,42.13544250813728,RP11-8H2.1
Wald ratio,1,49.22565921,-1.68926594546828,0.6718059605763886,0.0119196342376066,0.1846550211108195,RP11-225H22.4
IVW,4,50.488130250000005,-1.1814614541759247,0.4698721833604513,0.0119224435564879,0.3068299927960162,RP11-696N14.1
IVW,3,44.11085056,0.5101313729149137,0.2031700584608905,0.0120437786383795,1.6655099834754752,LRRC37A4P
IVW,3,36.86675524,0.5953589300281199,0.23712339156953,0.0120473004507319,1.8136818130092691,GNPDA1
IVW,4,24.05019681,0.3009354273869753,0.1198883801535171,0.012068670072951,1.351122093237045,ANKRD10
IVW,2,53.16159744000001,2.0060235438515237,0.8001827213420136,0.0121775581223726,7.433698720778191,BNIP3L
IVW,4,22.106923240000004,-0.8956532366900014,0.3573004641428198,0.0121856217446261,0.4083407683267669,RP11-483P21.2
IVW,2,82.58083876,-0.5382902749819803,0.2147952715878518,0.0122084198998142,0.5837454438589831,ZNF404
IVW,3,103.74033609,-0.5733916587080959,0.2288117685846057,0.0122121669460701,0.5636106184646541,ATP7B
Wald ratio,1,230.81813329000008,-0.7950171463926754,0.3172828002922456,0.0122207481442961,0.4515734919997952,AC079776.7
Wald ratio,1,41.36161969000001,2.4735697914885013,0.9875397820036383,0.0122527616256662,11.864725940658367,SPTAN1
Wald ratio,1,61.96523524000002,-1.5406232627861478,0.6153253639574175,0.0122883485275251,0.214247527294622,T
Wald ratio,1,44.11749241,4.288148928802637,1.7147128769515665,0.0123914161106279,72.83152730283214,RP11-304F15.7
IVW,3,53.18201476,-0.3005702912705706,0.1202353065655629,0.0124245725826999,0.740395858963431,DENND3
Wald ratio,1,78.04132280999998,-1.3194397844715364,0.527951211781619,0.0124484608620139,0.2672849972371051,TTC7A
IVW,2,35.30974084,-2.33461908539737,0.9366682167193604,0.0126857415408956,0.0968473660772377,IQCK
Wald ratio,1,108.89339904,-1.2920505404783809,0.5184331876724931,0.0126946702252477,0.2747069075289203,RP4-794H19.1
IVW,2,37.93820836,-0.3998331364362624,0.1605425110110791,0.0127558995302961,0.6704319073598956,MAPK8
Wald ratio,1,722.88388225,-0.4401124728023357,0.1768189165566362,0.0128082203265975,0.6439639885754758,CELSR2
IVW,3,60.11676225000001,-0.2870134568284262,0.1153251377400558,0.0128199262790011,0.7505016293974545,NR1H3
IVW,5,21.93610896,0.2808307630299536,0.1129423413612652,0.0129007753434571,1.324229476386229,AATK
IVW,3,38.74315536000001,1.2039310818091125,0.4844462815370094,0.012948979416369,3.333194261178495,GPR128
IVW,2,37.26125764,-0.4379012123080213,0.1762108110902414,0.0129515613496917,0.6453895362509308,SIGIRR
IVW,3,28.680309160000004,-0.3590847841649209,0.1445769986481136,0.0130028093129661,0.6983151427754023,INO80C
Wald ratio,1,66.75707025000001,3.797180833486322,1.5320504987454868,0.0131937638631229,44.57534187984312,RP11-497H16.7
Wald ratio,1,227.47577329,0.7728707292654303,0.3120425929732203,0.0132561837222286,2.1659752659084672,PCGF6
IVW,3,32.91890625,0.5912346237630078,0.2387914874354474,0.0132883993488912,1.8062170378357183,AC093901.1
Wald ratio,1,584.68690809,0.4906077013105711,0.1982076814597006,0.0133153967175636,1.6333084821304875,RP5-1129J21.3
Wald ratio,1,187.33944384000003,0.8622177362791513,0.3484988018002221,0.013357568184541,2.3684073766388134,GTDC2
Wald ratio,1,24.16803921,-3.1129017717296232,1.258618335672586,0.0133883308236431,0.0444717211437053,MFI2-AS1
Wald ratio,1,227.87110116,-1.0785040210925183,0.4362729838228865,0.0134327468516597,0.3401039335773347,AC093391.2
IVW,3,34.37711424,-1.1663878406419748,0.4718393927038621,0.0134358829809768,0.3114900633435818,COMMD4
IVW,2,96.99886144,-0.9572745769664976,0.3872649330374091,0.0134402551610675,0.3839378544096038,CYP21A2
Wald ratio,1,147.84128100000007,-0.9935061435973352,0.4025560983633522,0.0135872495069526,0.3702761710231122,ZNF503-AS2
Wald ratio,1,89.66764249,5.636607140971349,2.2840761196709365,0.0135952222355637,280.5093733470208,MAP1S
IVW,2,61.61465025,-0.7610652343398049,0.3084116734242683,0.0135987006442934,0.4671685179143002,RSBN1L-AS1
Wald ratio,1,105.70307344,-1.1379918881064466,0.46147866007859,0.0136643309827091,0.3204618994668916,NDUFB6
IVW,5,24.509430490000003,-0.3065926208673349,0.1243649581332478,0.013691182159621,0.7359503506627476,WDR6
IVW,2,22.52451600000001,-0.982832131629698,0.3987797620153428,0.0137166733247411,0.374249672176867,MOK
Wald ratio,1,205.45495569000005,1.159286827546272,0.4704643183546467,0.0137344993814532,3.18765911460549,CLEC16A
IVW,4,23.57005401,0.2842342025100975,0.1155067529662893,0.0138643727316269,1.3287440895153326,FBXO38
Wald ratio,1,74.17515625000001,1.4848517155297531,0.6037863338171262,0.0139233939673464,4.414310790507543,CPNE4
Wald ratio,1,27.76025344,2.5547871621621625,1.039489864864865,0.0139817597822866,12.868560449446782,TINF2
IVW,2,59.95869489,0.6691551820894808,0.2723159847918783,0.0139995588965999,1.952587043136208,SLAMF6
IVW,5,38.49333849000001,-0.4261032647213122,0.173525815679993,0.0140664788751641,0.6530489017257888,SAMD12
IVW,3,37.79667441,-0.5022245033177539,0.2046923888432257,0.0141451004682766,0.6051829298183543,FLNB
IVW,5,54.893281,-0.2614937520632547,0.1066323009518323,0.0141948629658186,0.7699006857000983,GPR137B
Wald ratio,1,742.1919462400003,-0.4672643742291654,0.1909871160509778,0.0144220639783976,0.6267143813772595,SRSF3
IVW,6,28.03278916,-0.1804488276118679,0.0738266795078909,0.0145164727183977,0.8348954031954501,FEZ2
IVW,2,27.13784836,-1.4672170020261344,0.6006962181670691,0.0145848204135812,0.2305662585680796,MYO1C
IVW,3,69.19910596,0.3734083680945819,0.1529147145377959,0.0146086245827099,1.452677445842348,CD6
IVW,4,23.50601289,0.3942712940363831,0.1614707618450155,0.0146162490202157,1.4833029053261702,SLC25A16
IVW,4,32.23059984000001,0.2731276191712485,0.111917966277217,0.014669913263807,1.3140679343850608,RCHY1
Wald ratio,1,38.27649424,29.547459106484776,12.121164737828924,0.0147820611776159,6796705371332.969,AC019349.2
IVW,2,23.33856100000001,0.8021933134355181,0.3294496343445197,0.0148938567980763,2.2304275943481717,EVI5
Wald ratio,1,61.564423690000005,1.4743058766552388,0.6058733160852886,0.0149595566958968,4.368002787713679,HMGB1
IVW,2,36.90927009000001,-1.2412995343947155,0.5102595564039,0.0149874331879833,0.2890083974432713,PAPLN
Wald ratio,1,226.58678784,-0.7659505739795919,0.3148843271683673,0.0149957215824654,0.4648918068168595,DAGLA
Wald ratio,1,822.90380769,-0.4588425415616514,0.1887173668266733,0.0150416696819135,0.6320147531211254,DDB2
Wald ratio,1,343.93186116000004,0.6176375597183128,0.2541155542614341,0.0150764170417994,1.854541618730954,PIGW
Wald ratio,1,212.53557796,-2.032203092203641,0.8373042541807856,0.0152209650965808,0.1310464953779022,ARID4A
IVW,2,107.50371855999998,0.5224392028280507,0.2153456775352983,0.0152642019327962,1.686135464158523,PTPLAD1
IVW,3,37.44828025,-0.3635799614963564,0.1498675018426448,0.0152658767574207,0.6951831371097706,MRPL43
Wald ratio,1,41.391208960000014,1.7978813417060433,0.7420217296692364,0.0153950573240591,6.036843896618798,MRM1
Wald ratio,1,487.14669796,-0.5495221961452378,0.2268214884420562,0.0154053110194483,0.5772255450921991,RPL39P38
IVW,2,27.90903241,-0.5110949773354462,0.211115997616627,0.0154812765310383,0.5998384096217763,RP11-89K11.1
Wald ratio,1,51.00959241,-1.8359588076336093,0.7585704484675375,0.0155082273381805,0.1594605364680629,FBF1
IVW,5,32.13982864,0.5695120294430994,0.2353487457784429,0.0155262996529947,1.767404399667347,MAN2A2
IVW,3,41.53415809,-0.2784467241909281,0.115133476432763,0.0155859807743563,0.7569585942572258,STAG3
Wald ratio,1,30.551045290000005,-2.196095489660413,0.9085171783691856,0.0156391075115396,0.1112366361483627,ENHO
Wald ratio,1,264.12100324,1.04463365288768,0.4327133363688945,0.0157720926637801,2.842357043596708,CSNK1G2
IVW,2,28.898150490000003,0.6125253497845772,0.2537754152753684,0.0157935710518382,1.84508500533708,RP11-552F3.9
IVW,2,22.85987344,-1.2943766164933874,0.5363489060241567,0.0158083322117734,0.2740686609729398,SH2B2
IVW,2,24.45203601,-0.3998806031277776,0.1657389062598155,0.0158342327876399,0.6704000849306256,FNIP2
Wald ratio,1,203.18506849,-0.8245482275523877,0.3420952133742099,0.0159399015262731,0.4384330196883781,RP11-503N18.1
Wald ratio,1,33.431524,2.74599325492909,1.13933545485991,0.0159450458094512,15.5800812419113,RP11-752G15.9
IVW,2,57.46701249,0.3975142522580511,0.1649617838334355,0.0159640932165168,1.4881210029002203,HRSP12
Wald ratio,1,209.11184449000004,-1.074200156285657,0.4458499519387028,0.0159817914677928,0.3415708493670173,RC3H2
Wald ratio,1,92.236816,1.2173557892544775,0.5052946272386506,0.0159875363606685,3.3782431263439423,GEMIN2
Wald ratio,1,117.65957840999998,1.081168957601571,0.4498614376192715,0.016246176361538,2.9481237692912714,LMBRD1
Wald ratio,1,594.5160592900002,0.6564056154568608,0.2731245514237553,0.0162469765428914,1.9278504301516253,CTC-360J11.4
IVW,2,54.79256484,0.2919761055217467,0.1215195634264875,0.0162741478283534,1.3390710208536345,SMPD2
Wald ratio,1,286.47593536,-0.7367077326653118,0.3070009925792882,0.0164088855895634,0.4786872906446378,RP11-521D12.5
Wald ratio,1,195.71170609000004,0.8052528789037648,0.3357032388114113,0.016453185113985,2.237262183700535,PKP3
Wald ratio,1,93.99690304,-1.646747854608466,0.6884427964353494,0.0167573274608878,0.1926754995509725,TRGJP1
IVW,3,28.270489,-0.5240265922943167,0.2193934426613893,0.0169161847257544,0.5921314692638117,DNPH1
IVW,2,44.54494564,0.7697997224517692,0.3224570707524012,0.0169729273267873,2.15933374440726,MLYCD
IVW,2,131.78351209,0.8239496097694645,0.3451658734418725,0.0169813155426705,2.279485158447448,CLEC2A
Wald ratio,1,173.45416803999998,-0.8871293374436229,0.3718400024297277,0.0170428313200496,0.4118363005117451,CEACAM3
IVW,2,485.66462884,0.4351969834621383,0.1824894761708454,0.0170894062719082,1.5452674210997372,CD5
IVW,3,26.40212689,0.4892859868499377,0.2053021844679113,0.017160636815249,1.6311511406997234,ANXA2
IVW,4,33.578548090000005,0.4463344196011928,0.1873180725492882,0.0171832910096627,1.5625739345191234,BEND7
Wald ratio,1,249.95293801000008,-0.8025508953250811,0.3370391084067577,0.0172572616595896,0.4481842336277948,LIM2
IVW,2,45.69895201000002,3.32549739415257,1.3966651281883866,0.0172644460268835,27.81282914136128,NPTX2
IVW,4,66.48282369,0.622008709238576,0.2614915885524741,0.0173740493221579,1.86266584059648,C4A
Wald ratio,1,61.28541225,1.5514273998850354,0.6529531583317366,0.0175006858837747,4.718200136612844,GDF11
Wald ratio,1,128.97463489,1.0030644113166678,0.4224089039949986,0.0175665991895159,2.726624538274655,SNX21
Wald ratio,1,51.56819721,-3.5414095333583995,1.49150074501121,0.0175778107791231,0.0289724606379108,TUBA4A
Wald ratio,1,25.61473321,-2.6272013593882755,1.1068666100254885,0.0176180886730956,0.0722804664872169,RP4-666F24.3
Wald ratio,1,53.209730250000014,-2.027943299746384,0.85531995338954,0.0177411708228221,0.1316059169143532,RTN4RL1
Wald ratio,1,79.11035135999998,1.2486036382442889,0.5266994063680518,0.0177583246338715,3.4854725772394306,MAP3K14
IVW,3,102.68376889,0.2432108734311624,0.1026013392741234,0.0177666675270329,1.2753375305658112,STEAP3
Wald ratio,1,177.08423329,-0.8316854809014601,0.351193961209261,0.0178765292559679,0.4353149526039175,TRAV24
IVW,2,82.35925504000001,-0.4325572030017813,0.1827787721942494,0.0179541916246999,0.6488477360346585,GPR19
Wald ratio,1,402.4718068899999,-0.5513850271911155,0.2329952097778354,0.0179567863214797,0.5761512723313094,C11orf58
IVW,4,33.37603984,-0.6426745344824889,0.2718636857737773,0.0180808264282852,0.5258840464892823,IER3
IVW,2,66.90585616000001,1.3631116912053711,0.576672537105333,0.0180908482278407,3.908335934490813,EPG5
Wald ratio,1,36.68482624,3.965296196011095,1.6777076013736627,0.0181022284008183,52.735887236002085,AC129492.6
IVW,2,27.70653769,0.4811351992782388,0.2036070578791474,0.018124853805294,1.6179100103812627,PPP4C
IVW,4,29.55335769,0.2811125922397571,0.118978387745913,0.0181413801654981,1.3246027355283514,ST7L
IVW,3,21.90520809,0.5268660522939402,0.223020112461792,0.0181563059972142,1.6936162780391302,CTD-2231E14.8
IVW,3,34.083411609999985,2.8804242404506453,1.2192866823057165,0.0181577872522304,17.821832318226647,CTD-2561J22.5
Wald ratio,1,713.83014976,-0.4372157978261521,0.1853484893852741,0.0183299280656341,0.6458320472199133,PHF10
Wald ratio,1,39.55781025,-4.966821209953095,2.108550727402814,0.0184947283167313,0.0069652539610479,RP11-379B18.5
Wald ratio,1,218.59031104000007,-0.7477666251826199,0.3174859856068394,0.0185090304787045,0.473422703255457,AF216667.1
IVW,6,33.75377604000001,-0.228228251415231,0.0969134236752725,0.0185241774555637,0.7959425640833917,NAPRT1
Wald ratio,1,28.94978025,2.2075043583310103,0.9384459065142644,0.0186578244029784,9.092995195143994,RPS19BP1
Wald ratio,1,119.75581489,-1.7640921842588615,0.7514068151288916,0.0188887567682456,0.171342263105771,NAA20
Wald ratio,1,202.606756,0.95427083040607,0.4065212870591542,0.018904602429921,2.5967764020193016,TMEM68
Wald ratio,1,612.77041764,0.4512120448247165,0.1922526843929514,0.0189265772581037,1.5702142025902766,RP1-80N2.3
Wald ratio,1,427.2406320399999,0.651679203475602,0.2777533019187413,0.0189632880602828,1.9187601139924384,BAALC
IVW,4,127.34671104000002,0.2119393034455059,0.0903362610656818,0.0189702272417517,1.2360728574380166,USMG5
Wald ratio,1,393.95898256,0.7684354809455674,0.3278226154249208,0.0190751647550642,2.1563899002012032,TARSL2
IVW,5,57.197456410000015,-0.2820417937928206,0.1204054572476742,0.0191584404973699,0.7542421612337312,MICAL1
IVW,2,24.283212840000004,0.5261393323803006,0.2246147292708502,0.0191597584743767,1.6923859404733672,GGA2
Wald ratio,1,508.1282388899999,0.4910826512641016,0.2096972455493596,0.0191876511627424,1.6340844061661328,ITCH
Wald ratio,1,68.61637225,-1.3236701877225812,0.5652937043520252,0.0192032424551866,0.2661566622545793,CTD-2574D22.2
IVW,2,86.61094225,-0.6358363593944072,0.2717354646167149,0.0192884199799137,0.5294924570859755,TMCO4
Wald ratio,1,105.04405081,-1.1986374218224038,0.5124696607507,0.0193383739645494,0.3016048923011001,FAM32A
IVW,2,22.89144025,0.3217483316257638,0.1376490184334258,0.0194155588396498,1.3795375462942432,ZNF181
IVW,2,28.06244676,1.8292998405102443,0.7827562820820938,0.0194392897492807,6.229523471264419,SCIMP
Wald ratio,1,26.471025,-3.1533123809523813,1.3500772400388728,0.0195093174920746,0.0427104191228196,TTN-AS1
IVW,4,33.636520090000005,-0.2965636275503936,0.1270016540930713,0.0195373481086402,0.7433683270536314,RABAC1
IVW,3,22.287841,-1.1817603461158557,0.5061149442082415,0.019545283755614,0.3067382974884173,C17orf51
Wald ratio,1,127.07827441,1.357819035030915,0.5816734114557923,0.0195783284547863,3.887705100290869,CTD-2611K5.5
Wald ratio,1,22.78534756,2.627213474672142,1.1256353961536851,0.0195966308969128,13.8351641039023,RP11-638I2.2
Wald ratio,1,76.89009969000001,7.1394671958215,3.05953676143556,0.0196212644354423,1260.756473797248,RP11-468E2.9
IVW,2,32.74013961,0.8163322680973945,0.3502832346620332,0.0197801635649417,2.2621875058637504,RGS10
Wald ratio,1,115.01919009,2.765657967122624,1.186834298395293,0.0197912797542176,15.889491314803262,AC006129.2
Wald ratio,1,169.96336900000006,-0.9049081997392036,0.388428304057682,0.0198238127413814,0.4045790238582219,RP4-799D16.1
Wald ratio,1,31.653001210000003,-2.377915607614511,1.0209760580153215,0.0198558297660922,0.0927436904210007,TRAV13-1
Wald ratio,1,89.78131009000002,1.1547353856869966,0.4958688168184648,0.0198743577454312,3.17318363661544,ZRANB2
Wald ratio,1,138.92629688999995,0.930826117573197,0.3999838971043634,0.019956805404147,2.536603845290672,FOXO6
Wald ratio,1,62.76600625,1.5287037677500788,0.6569497507100032,0.0199667480650542,4.612194470663076,IGHV3-23
Wald ratio,1,25.627893760000003,4.020611567635904,1.7282814080278128,0.0199991429583583,55.73518123905096,DERL2
IVW,2,52.78313104,0.6153673620837946,0.264577488083131,0.0200265922293443,1.8503362180864416,RP1-97J1.2
Wald ratio,1,175.28700815999997,0.9129376869391824,0.3932184507084806,0.0202487647239675,2.4916314256061534,GTF2A1
IVW,2,51.68315881,0.4461358601605838,0.1922133539742996,0.0202844108026374,1.5622637015136402,EXOSC3
Wald ratio,1,43.32272400000001,-2.3637193862048007,1.0196273776967488,0.0204374311903106,0.0940696902085724,TTN
Wald ratio,1,107.79630625,3.0169392728148323,1.3014170190223937,0.020438690325462,20.42866931455796,KLC4
Wald ratio,1,511.5105955599999,-0.4863396708612258,0.2103903239213675,0.0207993701046846,0.6148729174252267,RP11-455F5.3
IVW,2,42.24740004,1.4101790960427714,0.610103492928061,0.0208120479309821,4.096689039169024,TNS3
IVW,2,521.0719290000001,0.2893290072713844,0.1252861743821,0.0209244413713047,1.3355310556821105,RP5-1154L15.2
IVW,5,25.10911881,-0.2867655799370497,0.1242667923398136,0.0210180213913853,0.750687684466746,MYO1G
IVW,2,34.231860639999994,-0.6824189081605619,0.2957784122290547,0.0210438698855326,0.5053930133317175,LINC00243
IVW,3,27.09514809,0.7582979732036811,0.3289078666278873,0.0211384359443393,2.1346399124962634,ZCCHC24
Wald ratio,1,136.08389025,0.9536866315202948,0.413812044061549,0.0211869006079807,2.595259811177108,RP11-397D12.6
IVW,4,34.09859236000001,0.2580911712472697,0.1119911605146969,0.0211908166991299,1.294456830488284,UFSP1
IVW,5,24.60060801,-0.6412960070588162,0.2784181445911386,0.0212588407730336,0.526609491977407,NEB
IVW,3,37.45072809,0.9117283399197436,0.3961078182463852,0.021351102556044,2.488619999864452,IGLC6
Wald ratio,1,351.45750784,0.6263326576768798,0.2722002752411027,0.0213916675548826,1.8707373494673336,PSMB11
Wald ratio,1,47.62104064,-1.579345032460005,0.6868197890099699,0.0214763216044127,0.2061100493977561,SRRM1
Wald ratio,1,234.35935744,0.7575894779473243,0.3296757943143812,0.0215627382134486,2.133128065875551,ATF4
IVW,4,24.97500625,-0.2997060123655695,0.1304332624279686,0.0215747193765321,0.7410360440950853,RPS26
Wald ratio,1,70.92839961000001,-4.458316769375081,1.9409944786805824,0.0216231065725172,0.011581841800266,CTD-2521M24.9
Wald ratio,1,98.95275625,2.277576878612717,0.9917932746921336,0.0216517076422906,9.753019004937066,ASXL2
Wald ratio,1,249.33989025,0.682168189734334,0.2975245115734144,0.0218587496835145,1.9781621166670529,SRPK2
IVW,2,85.45523363999999,0.966681227096431,0.4219937819125699,0.0219780180633601,2.6292042321981115,GNAI1
IVW,2,30.185134810000005,0.9122995884180184,0.3983922135723006,0.0220240204313781,2.4900420264287497,TRAV35
IVW,3,87.99002809,0.3092235497726298,0.1350401311292265,0.0220291952869742,1.3623668932733854,MAN1B1
IVW,3,30.12582769,-1.0357952006139617,0.4524152872296576,0.0220515493595887,0.3549440169716185,RP11-1094M14.4
IVW,2,50.17455556,-0.6469064473331009,0.2825600166539876,0.0220533395765456,0.5236632534506753,RP11-439C15.4
IVW,3,49.59117240999999,-0.4317333453639463,0.1886238303017206,0.0220875480391651,0.649382514458179,LRP10
Wald ratio,1,41.30118756,2.8482880527806307,1.244565275573398,0.0221037271145465,17.258211389264556,ZNF518A
Wald ratio,1,28.898150490000003,3.364904291534126,1.470485890209647,0.0221203957258224,28.930728250924084,AL122127.25
Wald ratio,1,144.70887025000002,1.510044307743464,0.6600626792468515,0.0221533276800001,4.526931367984468,ATF3
Wald ratio,1,59.26998169000001,-1.78871653655812,0.78205598347773,0.0221842944304277,0.1671745945148502,GPR75
Wald ratio,1,91.948921,-1.9663347585775368,0.8605109187610804,0.0223082416472011,0.1399689371379277,GPAM
IVW,2,33.33445696000001,-1.900879151149114,0.8328137418674977,0.0224611273027708,0.1494371835835362,CTD-2616J11.3
Wald ratio,1,27.51946681,3.3059227206008504,1.448644274576336,0.0224845933261232,27.273695982922305,PI4KB
Wald ratio,1,123.77452516000004,1.2511390152264188,0.548330684739425,0.0225056690947136,3.4943207762038178,SEMA4G
Wald ratio,1,365.612641,-0.5782640133884211,0.2535780869201401,0.0225829138284254,0.5608711867907362,ZDHHC6
IVW,2,24.68897344,-0.9172350305467364,0.4026376676527596,0.0227226678660958,0.3996224588148419,CTD-2616J11.2
IVW,4,22.097520640000003,0.3816197533050426,0.1677322107874732,0.0228955695764181,1.464655048992464,CXCL5
IVW,2,23.038080040000004,0.2605450318151902,0.1145286985337271,0.0229099933282674,1.2976371474929018,C1QL3
IVW,3,22.84553209,0.4961206296504348,0.2181156337223616,0.0229313650876468,1.642337660487818,KIAA0930
IVW,3,59.71116529,0.3781506252167796,0.1662783167170888,0.0229537917324182,1.45958277629124,DANCR
Wald ratio,1,188.046369,-1.010929147524247,0.4446378472981843,0.0229899746659616,0.3638807235775654,C10orf2
IVW,2,58.82429809,-0.8866469499847891,0.3899882455805539,0.0229947274087882,0.4120350131025819,CAD
IVW,2,41.76261376000001,-0.4994127920708776,0.2196660266929546,0.022995496059746,0.6068869239156179,NTAN1
Wald ratio,1,149.39195076,-0.8737940863646033,0.3847098653314352,0.0231284192333836,0.4173650225001416,C20orf112
IVW,2,30.551045290000005,1.7728624917319225,0.7805897144235423,0.0231358709137117,5.8876827060274,ZNF484
Wald ratio,1,33.26059584,-2.0443950617283955,0.9004506172839506,0.0231825179872771,0.1294584806840107,CTD-2616J11.14
Wald ratio,1,61.25253695999999,-1.506495349074926,0.6635335275477869,0.0231825179872771,0.2216855485762979,CTD-2616J11.12
Wald ratio,1,483.06764944,-0.7322565017198391,0.3229588694560212,0.0233696643211793,0.4808227875950509,USO1
