Method,nSNP,Min_F,Beta,SE,P,OR,Gene
Wald ratio,1,265.23705321000006,0.653500592529826,0.2882334137700247,0.0233742409491306,1.922258107298068,WBP1L
IVW,2,42.005953440000006,-1.1848523808554658,0.5228746782074494,0.023449233434122,0.3057913168196583,PPP1R26
Wald ratio,1,133.44639361,-0.9153504272024516,0.4039581021303854,0.0234542074313206,0.4003762987586957,SRSF10
IVW,2,48.25108369,0.6036153346641777,0.266439911142418,0.0234829996100167,1.828718292149172,GPR18
Wald ratio,1,65.16364176,-1.3210927852930976,0.5833268420791834,0.0235276758648208,0.2668435398822866,CALHM1
IVW,3,23.05152144,-0.2707270941563392,0.1196125732331432,0.0236131045439451,0.7628246473049131,RP11-465B22.3
IVW,2,29.56749376,-0.7557455976431028,0.3339136614301863,0.0236174222565976,0.4696603065346726,RPSA
IVW,2,54.09308304,-0.3353852785129417,0.1482446582758761,0.0236741318531599,0.7150625350438072,PPP2R1B
Wald ratio,1,22.36249521,6.077874347099748,2.6870023895620543,0.0237002789836449,436.1012089803486,SPIN1
IVW,2,74.91768025,0.5300314500447686,0.2344955876899669,0.0238023541419183,1.698985740955936,SULT2B1
IVW,3,26.21849616,-2.107914732425352,0.9338605959334714,0.0239952730912893,0.1214910438089184,OTUD1
Wald ratio,1,201.61444081000005,-0.7509117620130853,0.3327783028501807,0.0240398011979221,0.4719360631438268,DDX1
IVW,2,23.75782564,-0.63978831953938,0.2835623881306224,0.0240548284158605,0.5274040533607073,CLDND2
IVW,2,50.37024784,-0.8819702846951426,0.391019457042027,0.0240978097861344,0.4139664758285398,LPCAT4
IVW,2,22.23405409,0.5171051192969335,0.2292881810748436,0.0241168342982178,1.677165421494641,COBL
IVW,2,24.5025,0.3896094182038715,0.1727749789636096,0.02413266009362,1.4764040247164216,ADAMTS6
IVW,3,24.751620010000003,0.2909640640943323,0.1291051822389592,0.0242151863980388,1.3377165110319178,PDSS1
IVW,4,50.19297409000001,-0.2584664806955407,0.1147493841916091,0.0242942725219057,0.772234915392613,EFCAB2
IVW,4,31.61475529000001,-0.2871179554648365,0.1275005788239674,0.0243288885982511,0.7504232070981418,CENPQ
IVW,2,51.12536004,0.5334880956723471,0.2370377588713872,0.0244079643099359,1.7048686943736786,PP13439
Wald ratio,1,290.50816249,0.6386540955040688,0.283925054123666,0.0244886081784818,1.8939301140912823,LYPD4
IVW,5,24.18475684,-0.3681924888715783,0.1639057735743576,0.0246805227506095,0.6919839696547556,KCNMB1
Wald ratio,1,480.99946489,0.4950418800184208,0.2206566294450498,0.0248649600530042,1.6405669445921995,DMRTC2
Wald ratio,1,174.11066401000005,-0.7930025388212291,0.3534881887973566,0.0248733766034241,0.4524841523794866,SRGAP1
Wald ratio,1,36.25364521,-2.7194761422331477,1.2129015960538774,0.0249533398788235,0.0659092724686316,RP11-517P14.7
Wald ratio,1,1106.40721129,0.3261009960105462,0.14551201796607,0.0250222630735996,1.385555297363981,AC020956.1
IVW,2,40.217158890000015,0.5461639322846603,0.2438170830216023,0.0250872842063574,1.7266168784010136,TRIM23
Wald ratio,1,305.026225,-1.5603256799312912,0.6967347036931004,0.0251244917213699,0.2100676452426197,C17orf66
IVW,2,22.033636,0.3032576791371628,0.1355032396529097,0.0252203675172777,1.3542633849061094,MAGEF1
IVW,2,69.88291216,0.6979396562053425,0.3120000911000796,0.0252872926859766,2.009607955848519,KLHDC7A
Wald ratio,1,226.03318336000004,1.133985167349545,0.5069301335603682,0.0252886017245372,3.108017823946708,RP13-735L24.1
IVW,2,64.68824040999999,-0.825999290098516,0.3693798374979004,0.0253400740318938,0.4377972873097932,BTAF1
Wald ratio,1,1113.06307876,0.3831989053610929,0.1714781102192275,0.0254382871513305,1.4669697892068427,RP11-539L10.2
IVW,2,290.01068208999993,-0.5233834434753859,0.2342334498952815,0.0254533354451302,0.5925124204099289,KLHDC8B
IVW,3,78.66625636,0.3154506964731042,0.1412115621866091,0.0254904982158183,1.3708770211851375,TC2N
Wald ratio,1,77.87356516,-1.1958108016227365,0.5353837227749699,0.0255121448734279,0.3024586207966769,GALE
Wald ratio,1,257.01219856000006,-0.9814959704583446,0.439941440654707,0.0256831441953342,0.3747500642850273,TRIM21
IVW,3,42.784681000000006,0.550391572224334,0.2467330895209818,0.0256999144214116,1.7339318445030891,ALG1L13P
IVW,5,42.28510729,0.2986558148124205,0.1339114862320561,0.0257309879683556,1.3480455663005866,VPS16
Wald ratio,1,43.349056,1.6642243013365734,0.7464293742405832,0.0257753123808335,5.281574749891558,CRTC2
IVW,3,26.72993401,0.4115386060929443,0.1846181574499228,0.0258049923421026,1.5091379686044977,ANTXR2
Wald ratio,1,23.377225,-2.42484227507756,1.0878579524301966,0.0258134828216125,0.0884920753471505,AC068831.6
Wald ratio,1,41.21640000000001,-1.7033546417445482,0.7645294080996885,0.0258819873163809,0.1820717130540215,CHID1
Wald ratio,1,138.49053124000005,-0.8942472425689569,0.4015519790622184,0.0259487742263737,0.4089152968436307,CTD-3093M3.1
IVW,2,35.62179856,-0.568513842206828,0.2552859975286651,0.0259493876918601,0.5663665235751125,ZFYVE28
IVW,3,23.97962961,1.444793388261322,0.6488572878809251,0.0259690965634613,4.24097581690672,APLP2
IVW,5,30.411916090000005,-0.7412679991236771,0.3329181885485832,0.0259755539978236,0.4765093188892661,PTGES
IVW,2,29.67416676,-2.49858868240557,1.1226601187783911,0.0260412058389112,0.0822009284143293,TOP3BP1
IVW,3,38.97380041,-1.5657831500645332,0.7037481839713784,0.0260866338850871,0.2089243299848888,GSE1
Wald ratio,1,206.45953969,-0.7583089632325819,0.3408481908592983,0.026096655975939,0.4684579371806531,CTC-534A2.2
IVW,2,24.11006404,-1.1951578819092508,0.5373058211986639,0.0261246950837361,0.3026561664764252,MTX3
Wald ratio,1,44.35160409,1.9388280553178072,0.8720388305779541,0.0261937134877396,6.950600476339615,METTL12
IVW,4,34.883198440000015,-0.4972504706199847,0.2236565052841411,0.0261970953414925,0.6082006283432323,DENND1A
Wald ratio,1,72.84110409000002,-1.3977359954069857,0.6296874875508218,0.0264371239163132,0.247155893070909,AC097495.2
IVW,3,56.96626576000001,1.3826194597916013,0.623564221865922,0.0266036371416729,3.9853273714306474,LGALS3BP
Wald ratio,1,69.30063009,-1.2982323206842288,0.5858410273042872,0.0266904963073744,0.2730139678871522,AC127496.1
Wald ratio,1,24.08355625,3.047385389709628,1.3753206724401426,0.0267077012954513,21.060208137088505,RP11-503N18.5
IVW,4,27.604516,0.2430289006761058,0.109695776796393,0.0267270724307713,1.2751054749962831,CREB5
IVW,2,95.69339329,-3.213210479403105,1.4509531402714426,0.0267908628771482,0.0402272569553456,ICT1
Wald ratio,1,70.64570600999998,-1.236038048327801,0.5582970815338306,0.026832683882848,0.2905330184685795,CLASRP
IVW,6,28.72424025,-1.4993702180577897,0.6773486781834791,0.0268572034714216,0.2232707277528772,DDX55
IVW,2,22.22085321,-0.973073384196668,0.4396630885104071,0.0268821302722794,0.377919758802641,RP11-65E22.2
Wald ratio,1,25.34014921,-2.7233197322155784,1.2306925445479648,0.0269090123631308,0.0656564304709798,ECT2
Wald ratio,1,176.92724195999998,-1.0085796833416032,0.4558394605079164,0.0269268558809712,0.364736653398868,ASB14
IVW,4,23.843689,-0.2996349413179414,0.135489564005192,0.0270013490322993,0.7410887121746349,SERPINB8
IVW,2,87.12168921,-0.3908896959545153,0.1767735540824122,0.0270188528897699,0.67645476762169,NKG7
IVW,7,24.66314244,0.2980900947954745,0.1348347589067483,0.0270510207415979,1.3472831656129731,SNX19
IVW,3,26.996337640000004,0.8720896444655112,0.3947334337647202,0.0271528885600538,2.391903863570038,C11orf35
Wald ratio,1,193.58826496,0.8024162114765409,0.3635966248850045,0.0273220419782489,2.230924807701477,AP000295.7
Wald ratio,1,42.26430121,-1.8217134023472952,0.8259554844564766,0.0274132081619402,0.1617483733294868,RP11-214F16.3
IVW,3,27.00984841,-1.9231552835449903,0.8722677730423957,0.0274697983048255,0.1461451046240346,C2
IVW,2,74.57358736,0.5880809645939771,0.2667687097561089,0.0274920061898344,1.8005298174040698,LRRC20
IVW,2,30.387656250000003,0.894016529358838,0.4056380504695984,0.0275260317305865,2.4449300897257435,OR52K1
IVW,2,25.277767290000003,-0.3523339883756418,0.1599146648828406,0.0275762506481052,0.7030452738112426,EDEM3
IVW,2,27.28599696,0.9939081242634856,0.4511656161247223,0.027596268418051,2.701772730086813,AP4B1-AS1
Wald ratio,1,142.11977796000005,-0.984491670441391,0.4470171959669166,0.0276400660693652,0.3736291053903835,POLL
Wald ratio,1,124.90521121000003,-0.9565136854537808,0.4343600719392274,0.0276567219036565,0.3842301006341709,SDC4
IVW,4,25.762730490000003,-2.22564260669372,1.0107895804204186,0.0276734194364762,0.1079979960963244,MEA1
IVW,4,30.06548224,-0.4442092019133978,0.2017856006315483,0.0277082866252396,0.6413312390699338,PLA2G16
IVW,5,25.59044569,1.0487606510970056,0.4770987543647973,0.0279345328225049,2.8541116850341157,ARL11
Wald ratio,1,58.48119729000002,1.3641243314633922,0.6209086344199913,0.0280218194208117,3.9122956773590944,MATN1-AS1
Wald ratio,1,231.45362496000004,0.8827015039175474,0.4018267865593942,0.0280403490458871,2.4174215668682444,C3orf38
Wald ratio,1,368.92805625,0.7500354236626319,0.3417238578680203,0.0281737685317222,2.117075009835314,NR2C1
Wald ratio,1,464.73011776,0.5112554087653542,0.2330779771403124,0.0282717247741355,1.6673831289502818,PPIG
IVW,2,37.034527360000006,-0.4015853432857019,0.1830845383037143,0.0282755383069996,0.669258200568572,TRAF3
Wald ratio,1,350.55447360999995,-0.5639906959851735,0.2571293856252437,0.0282777040386865,0.5689340845256547,DNAH8
IVW,2,30.114851290000004,0.8211904326417431,0.3745760555216962,0.0283564366210615,2.2732043240872297,MCL1
Wald ratio,1,687.68768644,0.5112604351772053,0.233218160602201,0.0283651973658172,1.6673915099256646,ZNF654
IVW,5,30.707113960000004,-0.1691973399171705,0.0771985314653986,0.0283999417127742,0.844342264511782,CUBN
Wald ratio,1,995.26368484,-0.3294775610343669,0.1504044085482981,0.0284799500139496,0.7192994253330883,YPEL3
Wald ratio,1,25.16828224,2.048082163929198,0.9351528464359752,0.0285166816941393,7.753017821782477,RP11-466L17.1
IVW,2,62.94359569,-0.8422502704669651,0.3852150152023566,0.0287832870511819,0.4307401501985151,LILRA4
IVW,4,34.95174400000001,-0.9633105293443248,0.4406467253814807,0.0288061781138062,0.3816274037042197,RP11-645N11.2
IVW,5,30.11594884,-0.2690258640930044,0.1230743169900838,0.0288242811377072,0.7641234920315513,CLEC9A
IVW,2,24.91407396,0.876830546782906,0.4012603781885947,0.0288748488467673,2.4032705690700675,TP53BP2
Wald ratio,1,72.45584641,3.029310275960104,1.386447292677483,0.0288929220265325,20.68296213241762,LGALS17A
Wald ratio,1,416.27424784,-0.5041062109122277,0.2307592879408709,0.0289215366747881,0.6040452232545115,STX7
Wald ratio,1,56.73554329000002,-2.541928760139665,1.163977218113989,0.0289747175126373,0.0787144320241965,ODF3
IVW,2,26.62250409,-0.3321313450186968,0.152166495789104,0.0290591038613114,0.7173930906572086,HTR6
IVW,2,30.28410961,0.7316592353285597,0.3353255318664909,0.0291141715760927,2.0785265127211154,C11orf48
Wald ratio,1,35.68987081,2.8709393883597527,1.3158520613983695,0.0291235468914967,17.653593993769988,NDUFAB1
Wald ratio,1,83.24737600000002,1.3362290661990353,0.6125900043840421,0.0291628646496622,3.804669264313721,PRKAR1A
IVW,11,31.23244996,-0.1967585242948431,0.090227659519559,0.0292063782426668,0.8213889548438574,NUDT2
Wald ratio,1,30.55215076,1.8871529471360855,0.8654321742591454,0.029213738131482,6.600549790382389,CDCA5
IVW,6,40.975361440000015,-0.1630042593348762,0.0747611049051637,0.0292326328486527,0.8495875697289175,BTBD11
IVW,4,123.22332036,-0.1818075763228216,0.0834067501457252,0.0292744751459868,0.8337617604847738,GAPT
IVW,3,22.888569640000004,0.8588767157318488,0.3940952420636805,0.0293046886319272,2.3605076827971074,C10orf54
IVW,2,44.65046041,1.1009875192971166,0.5052096025054357,0.0293117062891086,3.007134161172006,BHLHE40-AS1
Wald ratio,1,551.3338802500001,-0.4735207086731542,0.2174085730712719,0.0294043805696024,0.6228056864074035,CTRC
Wald ratio,1,344.81147480999994,-0.5580354782945862,0.2562547780991002,0.0294314467203651,0.5723323194217993,RARS2
IVW,2,37.31010724,-0.271042440724874,0.1244852552257973,0.0294577751952802,0.7625841310949655,N4BP2L2
IVW,2,27.737075560000005,-1.7436805368974186,0.8011843132838636,0.0295269493017333,0.1748755786796578,HOMER3
IVW,3,30.79362064,0.6245475574036876,0.2871496599332424,0.0296308870237214,1.8674008745708497,MFSD10
IVW,2,30.99594276,0.993429592383834,0.4569915874024667,0.0297166601737253,2.700480154997752,TMC4
IVW,4,32.19200644,0.2802641361903969,0.1289259177973414,0.0297172587994583,1.3234793449655446,SUOX
Wald ratio,1,35.603895609999995,-2.2655361745630063,1.042339171093868,0.0297418412849173,0.1037743784394263,MAMSTR
Wald ratio,1,183.15562225,-0.8959212768315662,0.4122284553145897,0.0297531524200869,0.4082313312768343,H3F3B
Wald ratio,1,23.719822090000005,6.351979138862083,2.923098946676796,0.0297781254892719,573.6268735466814,MORF4L1
IVW,2,54.18579321000001,-0.4081754117471107,0.1878495062025495,0.0297889586911992,0.6648622439453388,RRN3
IVW,3,33.84563329,0.2203975422239491,0.1014393960569454,0.0298027802387035,1.24657219717999,PCK2
IVW,5,73.63870969000001,0.1630827923481501,0.0750713484166298,0.0298277185796291,1.1771341433540183,LAP3
IVW,3,50.31632356,0.3103386730937424,0.1429242224471316,0.0299046394369801,1.3638869477345603,RP11-218M22.1
Wald ratio,1,64.82665225000001,1.7546822828044464,0.808637098677265,0.0300124881303218,5.781610533031457,CD58
Wald ratio,1,68.35817040999999,-1.7082221604034884,0.7874743768066862,0.0300643479896904,0.1811876289868427,NAP1L4P1
IVW,2,37.95176025,0.8494556957830223,0.3915917076394631,0.0300646034511054,2.338373718795547,ZNF675
IVW,6,25.462116,-0.1949115568901356,0.0899213448127402,0.0301907852896998,0.8229074353303579,LIPA
Wald ratio,1,24.09239056,-15.474438921033329,7.1445509738407615,0.030318230593985,1.903428492719656e-07,TIMM8AP1
Wald ratio,1,55.60983184000002,1.3667632087110442,0.6312612508716408,0.0303776660384276,3.922633379372452,RP11-464F9.9
Wald ratio,1,158.97427225000004,-0.8447577745171907,0.3904141333227585,0.0304836999947739,0.4296614205519926,MYL12B
Wald ratio,1,77.67954495999999,-1.304774575655805,0.6034320368521376,0.0305984449485769,0.2712336708269641,PRMT5-AS1
Wald ratio,1,45.87759289,2.3021347349150343,1.0652038445071088,0.0306787201604288,9.995497433169662,FUBP3
IVW,2,25.716055210000004,2.684708863416049,1.242312284905249,0.0306908617766543,14.65393446274402,FBXO22
Wald ratio,1,35.50133889000001,1.7073188325529094,0.790064515046238,0.0306963743001476,5.514157261254024,BMS1P4
IVW,4,27.78133264,0.3734561769167042,0.1728381349679716,0.0307163659683822,1.4527468983001643,RHOT1
Wald ratio,1,202.54128489,-0.8035933865947147,0.3719155266060976,0.0307194544699653,0.4477172489330768,COG7
Wald ratio,1,137.04214225000004,-1.5506443428864305,0.7180532012130012,0.0308104848344739,0.2121112574055053,GGT5
Wald ratio,1,28.62357001,2.185493056204557,1.0130372890226351,0.0309770927220249,8.895033223658764,EIF4EBP1
Wald ratio,1,145.67041636,-1.0238296187051552,0.4749149253484017,0.0310979658753645,0.3592166399119477,PMS2P1
Wald ratio,1,282.038436,0.7355775276884602,0.3412503989520066,0.0311199128776449,2.086686763960435,CTB-161A2.3
Wald ratio,1,67.72631616,1.5019106882473023,0.6971147564887722,0.0312035728052415,4.490260366903005,NUDT19
Wald ratio,1,45.32117041,-1.9539149448166249,0.9069271995365488,0.0312061396145328,0.1417181653285988,PDAP1
Wald ratio,1,116.70048784,2.9324654719146888,1.361694727292924,0.031276182744266,18.77385990893259,ABHD14A
IVW,2,37.09419025,0.4468590435286071,0.2075553671718662,0.0313215798785821,1.563393913264954,PACS1
Wald ratio,1,131.64120225,-1.0194349413866737,0.4740631716564257,0.0315220051106417,0.3607987550281916,SMIM16
Wald ratio,1,24.18377329,-2.412220875612583,1.1217977916505684,0.0315301476363205,0.089616047308485,MTA1
IVW,5,25.532809,0.189027654545542,0.0879905836569466,0.0316922013291529,1.208074360768382,CRISPLD2
IVW,2,57.09464721000001,-0.349354733287009,0.1627328620605582,0.0318092929903461,0.7051429482227937,AF001548.6
IVW,2,25.178316840000004,-1.4737117778037991,0.686534753918028,0.0318255722452822,0.2290736347919895,SLC25A30
Wald ratio,1,143.36949169,-1.6281000860218648,0.759099676791635,0.0319706221388393,0.1963021773084382,RPL23AP82
Wald ratio,1,130.28396163999997,-0.9203954547843914,0.4292993464281334,0.0320370573567954,0.3983614759800368,MRPL41
IVW,2,60.36357636,0.9888176351811904,0.4614978692328015,0.0321430891782672,2.688054331803622,PLIN3
IVW,5,23.097636,0.3650972028994218,0.1704486432376009,0.0321952717877014,1.4406540370929664,ZNF211
IVW,8,21.932362240000003,0.4104200401994678,0.1916163706187454,0.0322028169180139,1.5074508421012582,CORO2A
Wald ratio,1,143.56592761,1.3602198482711425,0.6350680609919963,0.0322056403989508,3.897049967321418,NAALAD2
Wald ratio,1,22.77580176,3.3301299555779065,1.5552136451261418,0.0322523935594576,27.941972682506197,PPBP
Wald ratio,1,120.73834161,0.9466620616849136,0.4422210027211256,0.0322983186009584,2.5770931087298448,RDX
Wald ratio,1,25.76780644,-2.8638251053937984,1.338548638745518,0.032395178225689,0.0570501196499639,RP11-355O1.11
Wald ratio,1,57.30792804000001,1.9145851364561044,0.8952716704974768,0.0324719580630212,6.784123727493018,CCDC93
IVW,2,24.27434361,1.095607634954488,0.5124291415684981,0.0325113378625379,2.9909995672223024,PPP1R2P1
Wald ratio,1,458.97063696,-0.4760658339401407,0.2229278926044175,0.0327189752810561,0.6212225833708417,POGK
Wald ratio,1,31.89312676,-2.619730460034706,1.2272021107058115,0.0327840501469478,0.0728224887534222,CTD-2639E6.4
Wald ratio,1,305.66228224,0.6267446462890089,0.293635043927885,0.0328072639522947,1.871508230737848,NDUFB9
Wald ratio,1,29.42520025,1.898974025255784,0.8906595630933726,0.0329987400726143,6.679038401102945,PLA2G2D
Wald ratio,1,84.24853368999999,-1.473724884787606,0.6912905095492827,0.0330195113758313,0.2290706323472443,ZNF428
IVW,3,35.28122404,-0.1863060098705401,0.0874682035322871,0.0331728061164033,0.8300195619369114,GGNBP2
Wald ratio,1,34.78286529000002,1.723156620377435,0.8090055784458346,0.0331741914119696,5.602184552748275,SLC2A4
Wald ratio,1,40.97792196000001,1.5874322179523228,0.7452898428468773,0.0331755069863179,4.891173322479391,CTD-2571L23.6
IVW,5,38.61006769,-0.2226786725208733,0.104555423438276,0.0331908686139101,0.8003719894929832,SMG5
IVW,2,23.507952249999995,-5.253196107470245,2.4675136808361584,0.0332589722523444,0.0052307735398646,APC2
Wald ratio,1,89.00035599999998,1.3131603773584908,0.6168471698113207,0.0332686476662593,3.717905147814186,SYT5
IVW,3,55.620272410000005,0.5106284620419249,0.2398640877225333,0.0332688122995243,1.6663380961850494,CYTH4
IVW,2,46.410156250000014,-0.5320965288144974,0.2500277057084744,0.0333246266815623,0.5873722350824022,HLTF
IVW,2,46.44831409000001,1.1416945764651227,0.5366070777927879,0.0333688151627109,3.1320714052040817,FADS3
IVW,2,32.43985936,-1.1576160742487147,0.5441734310981644,0.033395785156574,0.314234400157131,RP11-709D24.6
IVW,2,24.73172361,0.430427918249545,0.2023464894112008,0.033404919700448,1.5379154848636452,RP1-102H19.6
Wald ratio,1,115.98643809,1.1103377438554465,0.5220569746603898,0.0334324102922276,3.035383403424118,TBC1D13
IVW,3,37.47643524000001,-0.3339433727225764,0.157031411148668,0.0334531345682949,0.716094331551473,CAMSAP2
IVW,3,27.12118084,-0.3380585834296595,0.1591624150592269,0.0336713972123161,0.7131535076961258,SAR1A
IVW,3,24.02764324,0.6186587153063942,0.2915215800713834,0.0338233600916237,1.856436361517196,C1orf112
IVW,4,25.26871824,0.2336611945237943,0.1101596292328992,0.0339121621723181,1.2632164350519897,NBN
IVW,2,26.89874496,3.2665443772340006,1.540918595105206,0.0340171591689977,26.22057419540437,RAE1
IVW,6,29.68070400000001,-0.4259481410546767,0.2010369059259281,0.0341110970381033,0.6531502129235959,CITED4
IVW,3,29.053178010000003,-0.7109110218901968,0.3356165922607631,0.0341561264189593,0.4911965027956741,STARD5
Wald ratio,1,48.17886921000001,-1.6281136419299531,0.7686278543746669,0.0341574590761939,0.1962995162722015,SPATS2
Wald ratio,1,297.51075225,-1.2792140765863698,0.6039616314462127,0.0341717948070241,0.2782559023684124,BRD9
Wald ratio,1,521.3321892900001,0.4489505402339627,0.2119999824812659,0.0342012114632206,1.5666671682915736,DNAJC10
IVW,3,33.60636841,0.3121485844384303,0.1474043082023214,0.0342059558352392,1.3663576974386271,TGS1
IVW,7,23.677956,0.602972212410763,0.2848012708319707,0.0342455697117509,1.827542580823846,PAAF1
Wald ratio,1,56.08811664,1.392315467606687,0.6580832932756502,0.0343692127501236,4.024157079138174,C4orf36
Wald ratio,1,88.10262769,1.060949255830306,0.5015093061163611,0.034386282229625,2.889112194604682,RP11-464F9.1
IVW,5,22.96134724,-0.2231235256621746,0.1054712151320459,0.0343880248965025,0.8000160206820398,PPP1CB
Wald ratio,1,80.24218084000002,1.450424389917167,0.685859764674362,0.0344509554708409,4.264924121947058,KLC2
IVW,2,52.52335729,-1.0463153359448103,0.4949216438635118,0.0345064703521702,0.3512295305857266,WDR7
IVW,5,32.27035249000001,-0.2413873049039839,0.1141809932701322,0.0345087711468963,0.7855373250052035,C8orf40
Wald ratio,1,223.24842225000003,-0.7494691697620721,0.3546133119164742,0.0345594573596508,0.4726173657542716,RET
IVW,5,31.428357210000005,0.2454212201356207,0.1161235142451448,0.0345622857628282,1.278159586385499,SGTB
Wald ratio,1,52.63792704000001,-2.476891884441504,1.1719707244459143,0.0345629738563151,0.0840039141297649,PPARD
IVW,2,167.42548448999997,-0.6127718833812124,0.2899532889075826,0.034571087522681,0.5418468492770765,SLA
Wald ratio,1,77.63019664000001,-1.4155614246152448,0.6698697507604303,0.0345845898413046,0.2427892673073002,MITF
Wald ratio,1,649.5718768900001,-0.3867772446020865,0.1830319970808304,0.0345864447289308,0.6792423829831967,TBX6
IVW,2,29.75266116,1.4818291628699158,0.701488427207567,0.0346515430446126,4.400988447570434,FGF11
IVW,2,23.66238736,-0.4751110505323616,0.2251338345691388,0.0348282722850359,0.6218159996329018,SERPINC1
Wald ratio,1,42.690542440000016,-1.5732477884232758,0.7457839848174109,0.0348995415567894,0.2073705916791125,POU2F1
IVW,2,41.07143569000001,0.2880449664568285,0.1365832790482332,0.0349503766244152,1.333817279812057,RP5-874C20.3
Wald ratio,1,353.29713444,-0.542479437333078,0.2572496887668784,0.034964771253328,0.5813051543760934,SIGLEC18P
IVW,2,25.270729000000003,0.4407020351355816,0.2089954098431789,0.0349732065608678,1.5537976562520202,SLC35A1
IVW,5,28.41742864,0.25425932047847,0.1205878119600704,0.0349878208280372,1.2895061562672037,ZMIZ2
Wald ratio,1,72.04953924000002,-1.2301150067152045,0.5836115077401569,0.0350514556018974,0.292258964004558,TMEM221
Wald ratio,1,24.65718336,2.0993862574512647,0.9962493958434026,0.0350924611127594,8.161159524333604,PRR14L
Wald ratio,1,52.81800976000001,-3.1828435797237056,1.5106046562826791,0.0351176043071481,0.0414675709658969,FGFBP3
Wald ratio,1,32.069569,1.8268181176055092,0.867246300547413,0.0351645667311946,6.214082687977887,NBPF10
Wald ratio,1,111.19069809,-1.777636727455499,0.8439735791440248,0.0351808545687566,0.1690371564700288,MECR
IVW,2,38.14791696000001,-1.4960300599377974,0.7103257090965643,0.0351940671967776,0.2240177341523754,RP11-958N24.1
Wald ratio,1,78.32427000999999,-1.212226641506876,0.5756213602106192,0.0352091730066468,0.2975340396628932,ZNF497
IVW,2,51.631410250000016,0.5028951393737591,0.2388310081592245,0.0352345377975742,1.6535014648925983,CTD-2538C1.2
IVW,4,30.90915216,0.4717366969292377,0.22404639515058,0.0352450859726178,1.602775312501164,CD52
Wald ratio,1,342.53125776,-0.7946013637640752,0.3774685642654909,0.0352843821028745,0.4517612874516429,AKIRIN1
Wald ratio,1,196.77917284000003,-0.8834105561812973,0.4196979569141276,0.0353024353885234,0.413370680873415,MMP11
Wald ratio,1,76.53800195999999,1.1902374094140775,0.5655466474635942,0.035328000226515,3.287861684049177,PATZ1
Wald ratio,1,180.60940881,-0.7822153715650602,0.3719084908959678,0.0354441946040482,0.4573915957311193,ITIH3
IVW,3,23.52832036,-0.2100797142562722,0.0999995410709271,0.0356579307168487,0.8105196334251783,GPD2
Wald ratio,1,50.027329000000016,-2.319936688816626,1.104402799377916,0.0356738532819111,0.0982798076183199,CHD1
IVW,4,27.2484,0.2132499836107201,0.1015738014212213,0.0357764999896212,1.2376940157929908,COL5A3
IVW,2,25.42478929,0.9496316700714816,0.452571883285243,0.0358786354903664,2.5847574404379823,TMEM159
