Method,nSNP,Min_F,Beta,SE,P,OR,Gene
IVW,2,27.677068810000005,2.382829368833288,1.1357817982646885,0.0359083221937086,10.83551720855428,RP11-212I21.4
Wald ratio,1,55.63220569000002,-1.4509647793851477,0.6920180460401946,0.03601879112914,0.2343440886493026,CTD-2521M24.6
Wald ratio,1,65.67805764,4.145206682954517,1.977615976900866,0.0360766472778737,63.130668586539,C6orf203
IVW,2,44.57965824,1.2176242739037122,0.5809693640878105,0.0360955554947719,3.379150254534296,RP11-726G1.1
IVW,6,34.018056249999994,0.3174524091677121,0.1514955029942411,0.0361303302557871,1.3736238714064837,METTL21A
IVW,3,29.423030489999995,-1.1551276725521975,0.5512859990260082,0.0361414127684474,0.3150173152712416,MYO10
Wald ratio,1,234.6012988900001,0.7524339968792233,0.3591203196510997,0.0361519546283017,2.1221590640521133,STK38
Wald ratio,1,78.95388736,-1.1307455208427115,0.5399836814621409,0.0362567318122712,0.3227925181455527,CTU1
Wald ratio,1,117.22176361,1.0840393833876731,0.5177403134784656,0.0362787098874854,2.95659829671157,LRP8
Wald ratio,1,510.07770801,-0.4382019225234559,0.2093292421042377,0.0363168341646975,0.6451954902017225,G6PC3
IVW,2,31.28612356,-4.239655033023618,2.026402437189443,0.0364199289415885,0.0144125628438736,ARHGAP42
Wald ratio,1,47.43490129,1.5243083356322509,0.7286491368170401,0.0364416658631763,4.5919663711391525,LIMK2
IVW,2,29.403506250000003,-3.015565856308242,1.4416394401601118,0.0364598572930272,0.049018090442208,SGMS2
Wald ratio,1,206.96562769,0.7296684762586628,0.3488361010127691,0.0364633068133659,2.07439278320886,RP3-400N23.6
Wald ratio,1,157.42469961000003,1.369043285592457,0.6545152029584996,0.0364662035695839,3.931587489205248,GRIK1-AS1
IVW,5,46.263122890000005,-0.2054132729913799,0.098256526382966,0.0365655985859909,0.8143107142371261,FGD2
IVW,2,66.13430329,-0.3398260495683659,0.1625753744305753,0.0365937615008746,0.7118941462867441,BCAT2
IVW,2,33.30213264,-1.2571822091370266,0.60159734768265,0.0366411366637107,0.2844544313810701,GAMT
Wald ratio,1,103.55504644,-0.9588214657730784,0.4589094750496256,0.0366764335955098,0.3833444043591522,RP3-449O17.1
IVW,3,140.95388176000003,0.2371562016621124,0.1135874225398312,0.0368092216192794,1.267639109647437,RUNX2
Wald ratio,1,98.128836,-1.0449135473450433,0.500540096910963,0.0368364498225013,0.3517222253838997,CDIPT
IVW,3,29.810508010000003,0.4204602266901773,0.2014626412150284,0.0368846822555157,1.522662164154961,TESC
IVW,2,37.40790244,1.336828173173897,0.6409480564371417,0.0370054088115101,3.806949351146776,STAT1
IVW,2,31.04941284000001,-1.324833415501507,0.6352621472286533,0.0370247649960284,0.2658472414298378,MAPK1
IVW,2,34.35952689,-0.6141119759436718,0.2945075276025582,0.0370496466539833,0.5411212106644169,TNFAIP8
IVW,2,34.786404,-1.0827199621213346,0.5193050852324491,0.037074744099907,0.3386730937372285,PSD3
IVW,2,77.60905215999999,-0.46482780444185,0.2229613946167195,0.037088318548877,0.6282432765777215,TCEA3
IVW,9,26.99425936,-0.4415504558141505,0.211911825132038,0.0371918515668519,0.6430386447734692,ACCS
Wald ratio,1,36.276529,2.7113510874979245,1.3014953345508884,0.0372276764865879,15.049595104807365,RP11-229P13.2
IVW,3,26.78683536,0.7804739150084671,0.3747399253982134,0.0372778296761193,2.1825063429584355,ATP6V0A2
IVW,2,108.61391523999998,-0.3980517755246364,0.1912175584825553,0.0373726606484368,0.6716272529083975,WASF3
IVW,2,26.38363225,-1.1592045352684932,0.5568933983811479,0.0373830865647628,0.3137356472910225,ANKRD34A
Wald ratio,1,57.775201,1.314804341534009,0.6320018681752401,0.0374906494413727,3.7240222774784906,NUBPL
IVW,7,23.21890596,-0.1923941204200082,0.0924901639041854,0.0375110768045774,0.8249816622914484,SP140L
Wald ratio,1,182.17710729,0.8003781941573501,0.3849512272824936,0.0376019306583128,2.2263827742491062,MRPL33
IVW,2,143.27611204,0.3988040402585935,0.1918268203517935,0.0376192283991816,1.4900416018295914,MALT1
Wald ratio,1,116.93394495999998,1.5929597543833691,0.7671879670045129,0.0378605055619043,4.9182843206968085,PIGH
Wald ratio,1,105.94173184,1.5315820184983675,0.7376775998756413,0.0378734790001311,4.625488645656303,AC006942.4
Wald ratio,1,182.36071681,1.1158200102191187,0.5376195525803275,0.0379418327050893,3.052069881824196,MPP5
Wald ratio,1,40.99200625,3.65499820382663,1.762643436157751,0.0381174890342819,38.66745166165206,SNORA26
IVW,4,26.58742969,-0.6621377304475808,0.3193292747405089,0.0381233025509293,0.5157476257932475,PKD2
Wald ratio,1,83.94407641000001,-1.0642018532869102,0.5135929754095676,0.0382586854318569,0.3450031080030336,RP5-886K2.3
IVW,3,28.71780921,0.219952999271395,0.1061561253662954,0.0382676308998388,1.2460181654494584,RAPGEF2
IVW,6,22.67378689,-0.1469217967813203,0.0709307180854909,0.0383268188624346,0.8633614924239312,CLEC4F
IVW,2,45.66110329000001,-1.5783453036987487,0.7620122527627053,0.0383320777106406,0.2063162065755825,ABCF3
IVW,2,23.991383610000003,0.56037263132922,0.2708202092638961,0.0385302826800166,1.7513249772760475,LRRCC1
Wald ratio,1,70.35518884000001,-1.6551126636305111,0.800117194019886,0.0385847840368474,0.1910705277934361,SLC6A19
IVW,5,27.560400039999998,0.33895448156594,0.1639664175273532,0.0387135296087393,1.403479459571515,OSGIN1
Wald ratio,1,129.61594801,-0.916594699997365,0.4435404966227196,0.0387774085133649,0.3998784312281678,KLHL22
Wald ratio,1,22.16338084,-6.934165852415141,3.355571094778878,0.0387847167718575,0.0009739351356169,AC018738.2
IVW,2,28.664245210000004,-0.3260613260600266,0.1578244253071933,0.0388308348492916,0.7217609233207495,KCNAB2
IVW,2,31.76449600000001,-1.7339506208072029,0.8404024501295009,0.0390899818161813,0.1765854081457669,RP11-266L9.5
IVW,5,22.95176464,-0.2327114003342995,0.1128619705211371,0.039216157905993,0.7923822217731337,RP1-90J20.7
IVW,3,50.976744040000014,-0.2914084435460664,0.1413573287699989,0.0392551542737724,0.7472104224079068,FLJ00104
Wald ratio,1,32.77791504,1.6872504715992451,0.8186345979179765,0.0392978468079283,5.404600155636462,GNB2
Wald ratio,1,103.87890241,-0.9499835951374104,0.4610472620951522,0.039351654158221,0.3867473679398888,CENPW
IVW,3,51.50789361000001,-0.2322651523906879,0.112818784859802,0.0395186362796686,0.7927358996182906,PM20D1
Wald ratio,1,107.71533796,-1.2167015011658604,0.5912695353901296,0.0396114392461945,0.2962055911188084,CNIH2
IVW,4,32.563000960000004,-0.3634863446762981,0.1766477663032545,0.0396198996001568,0.6952482209908505,C9orf123
Wald ratio,1,37.428700410000005,2.1100152993674297,1.0256261135356903,0.0396578745140392,8.248367478466063,LY6G6C
IVW,3,36.568627840000005,-1.5940477461639393,0.7749005803615394,0.0396766372230192,0.2031018409538339,SYTL3
Wald ratio,1,26.061025000000004,-2.7586408619000977,1.3414854064642507,0.0397432388429015,0.0633778490979829,CA1
IVW,2,49.7025,0.3728734592979505,0.1814170789876334,0.0398463465242333,1.4519006036862734,BTBD10
IVW,2,36.024004,2.022097865111107,0.9838774533946132,0.0398564605246261,7.554155922369815,SAMD4A
IVW,2,110.44538649,-0.988415118403784,0.4809271713038313,0.0398569617821897,0.3721660630002623,ITPRIPL2
Wald ratio,1,340.26229444000006,0.5660301959211111,0.2754801422515206,0.0399075873300736,1.7612612926258455,TIMM10B
Wald ratio,1,118.17211849,0.8888668990957345,0.4327037265309502,0.0399547947900575,2.4323719663427013,CNR2
Wald ratio,1,104.837121,1.0772363902724875,0.5244871960152359,0.0399868224051831,2.93655284071402,AARS2
Wald ratio,1,108.68479504,-1.098326861834785,0.5347563787745079,0.0399870485139504,0.3334284891904797,C11orf83
IVW,2,30.639546090000003,-2.1326844557955305,1.0388964730975745,0.0400884507036043,0.1185187081960768,SLC24A1
IVW,2,165.89440000000002,1.079362356370286,0.5259000960926841,0.040129881479703,2.942802493418762,DCAF12
IVW,4,32.97630624999999,0.4386926074980813,0.2139162648842239,0.0402895558130536,1.5506785471599993,RP11-304F15.3
Wald ratio,1,35.73887524,-3.1227563480646348,1.523424174500686,0.0403812938827286,0.0440356234810104,TK1
Wald ratio,1,87.14969316,-1.162100477751355,0.5673962122672837,0.0405473884982245,0.3128284012019404,MFAP3
Wald ratio,1,38.85901569,2.881774227184497,1.407035789338595,0.0405485151498237,17.845907802565026,ANKAR
Wald ratio,1,156.02757921,0.812665882108061,0.3968622939532948,0.0405866955737894,2.2539086393211307,RP11-265O12.1
Wald ratio,1,446.48957809,0.4582419842595704,0.2237974945930725,0.0406017358624202,1.5812916044458631,TRAPPC13
IVW,5,23.31151524,-0.4623584961136193,0.2258217430441887,0.0406140220149597,0.6297965198617789,ACP2
IVW,2,32.11602241000001,1.1786307994256873,0.5757246208176597,0.0406371975163852,3.2499213609745485,TRAV6
IVW,2,50.509449,0.4272548880578729,0.2088650810301208,0.0407955159828457,1.533043366375219,GFM2
Wald ratio,1,32.74128400000001,-1.7268488640335546,0.844467214260748,0.040864968101137,0.1778439383624512,MS4A1
Wald ratio,1,347.38622689000005,0.7949446784309727,0.3896072495882135,0.0413130444745457,2.214318493842172,CR1L
Wald ratio,1,36.31629169,1.9633432786286773,0.9629125665831436,0.0414537014392548,7.123101814271663,THAP9
Wald ratio,1,42.34625476000001,2.942276485232197,1.4435878230937087,0.0415329974899185,18.95895700885346,RP11-401P9.5
IVW,3,28.44302224,0.5324888442775265,0.2612829944927191,0.0415521905991203,1.7031659528279548,MCOLN3
IVW,2,91.470096,0.3713199037443078,0.1822094543741831,0.0415625386213422,1.449646746639459,ZNF468
Wald ratio,1,600.1814019600001,-0.4824148318679434,0.2368835851844594,0.0416995757411864,0.6172909366915994,IGHV4-61
IVW,3,35.19099684,0.2718527496595099,0.1335300139754429,0.0417611543587512,1.3123937366577345,RP11-212I21.2
IVW,3,23.80756849,0.2938393720139743,0.1443402848193443,0.0417764140954639,1.341568392929835,CHGB
Wald ratio,1,77.16216964,-1.1181687575419503,0.5493294551581248,0.0417990054894819,0.3268778394515718,GEM
IVW,5,30.12472996000001,-0.2488689255616598,0.1222814041942879,0.0418292628903356,0.7796821630889358,SLC40A1
IVW,5,28.798248959999995,-0.4912905945186718,0.2413993202190697,0.0418329621930106,0.6118362519044097,CSTF2T
Wald ratio,1,89.48024836,-1.0280490728798868,0.5052039452819418,0.0418590306977479,0.3577041349776942,TSGA10IP
Wald ratio,1,31.16988900000001,1.942613505283897,0.9550658069138456,0.041950576301373,6.976961489346351,PP2D1
Wald ratio,1,33.97607521,-1.6664554890288048,0.8193392921477465,0.0419615186320601,0.1889154933530629,RP1-56K13.2
Wald ratio,1,29.59577604,-4.845119297084666,2.3823278923568987,0.0419742698393372,0.0078666789271438,MXD4
Wald ratio,1,158.41243044,0.8079213265322338,0.3976439274761246,0.0421768630838081,2.243240173097463,ZUFSP
IVW,3,36.94937796,-0.4232593353068105,0.2083618890658969,0.0422178427417216,0.6549087701201908,DBH-AS1
Wald ratio,1,43.869427560000005,-1.4422181658966695,0.7100032309689888,0.0422261987907113,0.2364027960501883,RP11-4M23.2
IVW,4,206.27853376,0.3281833682941732,0.1615724630724172,0.0422363538812098,1.388443545472863,NOP10
IVW,2,40.75673281000001,1.0054536768159392,0.4956771640945348,0.0425148900292355,2.733146957005627,DHRS4
Wald ratio,1,422.07648025,-1.0481158460901945,0.5167843948502032,0.0425450249394043,0.3505977072254227,CTC-510F12.2
Wald ratio,1,45.36022500000001,-2.231144766146993,1.101728819599109,0.0428539536101548,0.1074054056596991,TM9SF3
Wald ratio,1,319.086769,0.6953668700666181,0.3433726921569724,0.0428562504497012,2.004444309682361,YIF1A
Wald ratio,1,37.29911329000001,-1.5919681364923943,0.7863034073977043,0.0429060680909403,0.2035246529962157,CSNK1G2-AS1
IVW,3,24.75361009,-0.6327416130126127,0.3125855158235748,0.0429475995431454,0.5311336401645641,EPS15
Wald ratio,1,53.922586240000015,-1.9165833424120275,0.9468454897047608,0.0429518910988246,0.1471087246071369,AC025171.1
IVW,3,26.41446025,-0.602412848221263,0.2976409959841279,0.0429744826180231,0.5474890331757827,SVIP
Wald ratio,1,179.10736561000002,0.7198605106440211,0.355759263548804,0.0430269390095578,2.0541466590643456,SLMAP
Wald ratio,1,690.8223722500001,-0.3838836304145186,0.1897784008979017,0.0430938363227584,0.6812106947734654,ARL8B
Wald ratio,1,357.97775209,-0.5101312558468947,0.2523505124125939,0.0432261083690999,0.6004167654289843,TPM3
Wald ratio,1,57.60961800999999,-1.2655093872280998,0.6261835548938749,0.0432810177383204,0.2820955636586546,ZFP3
IVW,2,22.934521,0.2504772386653995,0.123972856865085,0.0433398412778003,1.2846383495099285,C6orf164
IVW,2,52.09086275999999,-0.2759883525792594,0.1366011508114085,0.0433423781722293,0.7588217690261808,GINS2
IVW,3,29.59577604,0.3426414274849812,0.1697236191586934,0.0435059372626025,1.408663563319981,APBB1IP
IVW,2,58.60514916,-0.5046342348773298,0.2500478936560432,0.0435756090618122,0.6037263570925238,TXNL1
IVW,2,31.454150559999995,-2.011801684963737,0.9973784097346404,0.0436861567021427,0.1337474866260208,FAM103A1
IVW,2,92.68105441,0.2935787407596257,0.1455668795776319,0.0437167776591629,1.3412187838382983,PIAS1
Wald ratio,1,30.66169129,7.325764181099092,3.6341278240297616,0.0438183227091881,1518.934196071914,C1S
Wald ratio,1,243.66585604,-0.9056906558700304,0.4494129969634461,0.043875871219998,0.4042625823375489,CREB1
Wald ratio,1,63.87366241000001,-1.285085121557538,0.6377028565708638,0.0438859435749754,0.2766270357056331,BPTF
Wald ratio,1,152.60649156000005,-1.030138941505982,0.5112136253986755,0.0438957368430164,0.3569573609302038,RP11-98D18.9
IVW,2,23.790006250000005,1.1504137976684952,0.5713717290305201,0.0440699977001908,3.159500032976088,ACTBP14
IVW,2,34.11260836,1.3387232501509494,0.6649530808253574,0.0440873140115281,3.8141706535157054,TIGD6
IVW,3,33.07745169,-0.7193917196793015,0.3573341225329866,0.0440916320900279,0.4870484278469608,ABHD3
Wald ratio,1,147.46216356000005,-0.8080623054498739,0.4015326679513151,0.0441730763313454,0.4457209009585525,S1PR1
IVW,2,26.90911876,0.3955177326330664,0.1966400790451391,0.0442854359593609,1.485152904033323,KCTD20
Wald ratio,1,23.505043240000003,-3.735679633678479,1.8574715977063647,0.0443081582269389,0.0238569515699597,GDPD1
IVW,2,149.99145840999998,-0.2689663449566412,0.1338082803154071,0.0444219341083935,0.7641689733553629,TAS2R20
Wald ratio,1,94.03180899999998,1.1576773435083016,0.5761531607713727,0.0445029737651601,3.1825327546459325,C1orf54
Wald ratio,1,120.56259601,1.107910219396909,0.5516409686614876,0.0446018619500352,3.02802387230623,EMC4
Wald ratio,1,49.37310756,-2.464418182335696,1.2272262260552755,0.0446304849048992,0.0850583164088522,GRK7
Wald ratio,1,65.19755025,-3.001188680413648,1.4949949842095485,0.0446974290047363,0.0497279226145056,C19orf38
Wald ratio,1,959.3762864400004,-0.7823740709890294,0.3897273502121147,0.0446974290047366,0.4573190137078634,TMED1
Wald ratio,1,36.914130490000005,2.371489573217901,1.1813619500633672,0.0447049639547314,10.713338706892465,MTFMT
Wald ratio,1,35.00852224000001,1.5984501081665765,0.7962828555976202,0.0447081705835004,4.9453617058174295,PIK3CB
IVW,6,69.239041,0.2145962592588091,0.1069253470314512,0.0447525631142462,1.2393614152440358,SLC39A11
Wald ratio,1,35.84776129,-2.110182820302975,1.0522076395036162,0.0449116102531637,0.121215803697587,SCN3A
Wald ratio,1,275.26791744,-0.8661836274651623,0.4319851608081392,0.0449498383681359,0.4205534792701838,PKD1P6
IVW,3,28.39291225,-0.3057990353377457,0.1525560046659819,0.0450161593576163,0.7365346220155118,UBAP2L
Wald ratio,1,37.428700410000005,-1.6988105395642297,0.8478065022311577,0.0450945389431307,0.1829009481599145,NWD1
Wald ratio,1,159.80752225,-1.019223367480125,0.5086563145196377,0.045096156780569,0.3608750987061512,NUDT4
IVW,2,68.64288201,0.7242344239075489,0.3615176439885585,0.0451432792941626,2.063150996121052,IMPAD1
Wald ratio,1,313.65472609,0.6191963320779433,0.3091348311434589,0.0451775435761654,1.857434681173111,ACSL6
IVW,2,30.18293721,0.4714446348823292,0.2354486452351569,0.0452498225717581,1.602307271014565,ANGPTL6
Wald ratio,1,893.43601216,-0.3305259146749458,0.1650816248695233,0.0452635608554956,0.7185457402951286,SLC39A1
Wald ratio,1,89.13625744000001,-1.745648858195992,0.8721588992924628,0.0453357168158374,0.1745317058906315,KCTD5
IVW,3,24.536171560000003,-0.725277576086516,0.3623856632892775,0.0453496246970399,0.4841901506934189,HDDC3
IVW,2,44.78821776,-1.0372761449258026,0.518412582560714,0.0454064094495416,0.3544187536874992,SAMD4B
IVW,2,72.62618841,1.8424299150808952,0.9212520922432906,0.0455089698744723,6.311856918285304,CDK11A
Wald ratio,1,27.08890209,-1.9086940649797297,0.9552430687647704,0.0457032225358207,0.1482738962861715,PRKAG2-AS1
IVW,7,22.43632689,0.1597921917456764,0.079978309653629,0.0457227210415245,1.17326703108313,RCBTB1
IVW,3,26.99218116,-0.2299114120124818,0.1152031094125411,0.0459660514661248,0.7946039917539703,MPC1
Wald ratio,1,1273.66903225,-0.323846432324138,0.1623020244616613,0.0460066757937922,0.7233613187672844,THAP9-AS1
IVW,3,34.38415044000001,0.5783852680442877,0.2899481081258776,0.0460659083621159,1.783156784591004,CHST2
Wald ratio,1,754.381156,-0.525033248379815,0.2632547804558363,0.0461092236926492,0.5915356964363442,FOXQ1
IVW,4,23.34532489,0.443613295785711,0.2224420030680118,0.046120649610615,1.558327757179667,GIMAP4
Wald ratio,1,62.362609000000006,1.2064960364695454,0.605274382676966,0.0462281346102353,3.341754727243228,HIC1
Wald ratio,1,980.503969,-0.3562688787404592,0.1787929933254559,0.0463016120627082,0.7002843033577343,WNT5B
Wald ratio,1,150.28308100000004,0.9128108328574924,0.4582378334285015,0.046370802004138,2.4913153720365147,FOXD2-AS1
Wald ratio,1,203.15656089000004,1.003952319813657,0.5040217493492735,0.0463839041021116,2.72904660649864,FAM86JP
Wald ratio,1,85.33879641,1.2170414488141243,0.6110236958616135,0.0463922066226114,3.3771813747964545,SLCO4A1
Wald ratio,1,82.65537225,1.458529043612165,0.7323579607325524,0.0464202220693161,4.299630305817599,AC015849.16
Wald ratio,1,57.42153729000002,-1.226883856579173,0.6166236456972432,0.0466261755562285,0.2932048238805672,RP11-379F4.4
IVW,3,22.51882116,0.8725824176266272,0.4387312479293832,0.0467147987770966,2.3930828200531744,PLBD2
Wald ratio,1,41.79493201,-5.25974044455444,2.6452778542591533,0.0467729016488824,0.0051966533633527,LACE1
IVW,2,23.214087610000004,2.326049727931732,1.1698790748518306,0.0467804894899299,10.237420954034334,ATM
IVW,4,25.27676176,0.3076910888231419,0.1547821165288869,0.0468229513165039,1.3602807181098255,ATF7IP2
Wald ratio,1,101.06683024,-0.9608214498866032,0.4833366092388493,0.0468235279049211,0.3825784878061958,RP1-178F10.1
IVW,2,29.94497284,-0.403585953981315,0.2030916127990487,0.0468989828241301,0.6679206138956243,HOXA1
Wald ratio,1,42.57562500000002,-2.572172291187739,1.294396904214559,0.0469047939975879,0.0763694683821931,F7
Wald ratio,1,66.80283288999999,1.1340642580108404,0.5710817907087713,0.0470535833111567,3.108263648852821,CTD-2207P18.2
Wald ratio,1,61.737163290000005,1.6064266096496251,0.8090682549985364,0.0470859043127527,4.984966133200622,BSN
IVW,2,81.71979200999999,1.2046632558518555,0.6070079358170372,0.0471898533219905,3.335635633141477,NR2C2
Wald ratio,1,39.899435560000015,5.375393724472026,2.7095079631447296,0.0472669528691438,216.02490986241307,SLU7
IVW,2,56.786774490000006,0.3693294781618668,0.1862210384491228,0.0473355524383327,1.446764202366048,GSTM5
Wald ratio,1,100.30823716,-1.1681221119476008,0.5890169538910078,0.0473481859619586,0.3109503232279161,FBXW4P1
IVW,2,26.65037376,0.5307494064063802,0.2676629750523145,0.0473783948263275,1.7002059765624855,TAS2R60
Wald ratio,1,136.01157376,0.7958335677047607,0.4013959219371655,0.0474048832540663,2.2162876528526034,TDRD12
Wald ratio,1,84.40096899999999,-1.150896810710787,0.5806225536083597,0.0474594070984795,0.3163529334254301,GOLGA5P1
IVW,2,33.384128409999995,0.8334156378465944,0.4205218941535212,0.0474948808300701,2.3011652793872077,RP11-80H8.4
Wald ratio,1,68.34824929000001,-2.4458986609896822,1.234283042831396,0.0475200903034671,0.086648232516669,IL23A
Wald ratio,1,39.67992064000001,1.495830708661417,0.7548525844551688,0.0475218270413861,4.463042501415121,L3MBTL1
IVW,4,49.79419225,-0.2920404467293579,0.1473885291412518,0.0475427731204389,0.7467383322393149,SLC11A1
Wald ratio,1,373.20830596,-1.046581325768948,0.5282072096321679,0.0475482241529838,0.3511361195284003,CNPY2
Wald ratio,1,177.54496516,0.7542296804406887,0.3807337255902616,0.0475924016995938,2.1259732136762497,CD200
IVW,4,32.22378756,-0.782292883317384,0.3949586370299036,0.0476254066472736,0.4573561438810213,LINC00085
Wald ratio,1,115.84001641,1.003264157429689,0.5066291241208225,0.0476728206507404,2.727169225325593,CTD-2284J15.1
IVW,4,25.48836196000001,0.2110104649684438,0.1065643187416218,0.0476897025147147,1.2349252784478424,TREM1
IVW,2,87.79315204,0.4228440841042796,0.2136293273308753,0.0477782596053601,1.526296303558235,PPM1N
IVW,2,27.37487041,-0.4362429502067024,0.2204837545407149,0.0478642315963506,0.6464606491069628,RP13-270P17.2
IVW,3,23.913078010000003,0.328353442487746,0.1660003397704875,0.0479254648275051,1.3886797039708445,DOCK7
Wald ratio,1,90.53141904,-0.975943162231471,0.4935427334258209,0.0479937425390784,0.3768367676952162,TAF10
Wald ratio,1,96.52276516,-1.1612848563809213,0.5873387618834354,0.0480192861023061,0.3130836548122387,RP11-817O13.6
IVW,3,30.82248324,-1.2900345376972977,0.6525999040889914,0.0480685655777992,0.2752612760349479,GPR55
IVW,2,78.35436324000001,2.5776591517578598,1.3040417333702714,0.0480790325755724,13.166281791124025,TUSC3
Wald ratio,1,22.30389529,4.054911385436298,2.051641560971478,0.0481068988434225,57.68005147709293,PPP1R9B
IVW,2,48.583688040000006,-0.4892996305682366,0.247598336238053,0.0481340510742698,0.6130556092710125,BMP2
IVW,2,107.11629009,-0.2569830576420371,0.1300817804231104,0.0482057695515483,0.7733813165575596,SLC46A3
IVW,3,22.348310760000004,-1.5375939925097166,0.7784850904237706,0.0482556217221781,0.2148975249731207,KRT17P1
IVW,5,21.99703801,-0.1920079527197582,0.0972424098203919,0.0483216297071626,0.8253003050835412,SUCLG2
Wald ratio,1,74.41995288999999,1.0780134929926857,0.5459613061773332,0.0483222347364717,2.938835730819715,RP11-373N22.3
IVW,3,28.266235560000013,-2.0089953910342726,1.0183782181739582,0.048525198353051,0.1341233485286402,USP32P1
Wald ratio,1,28.75426129,-1.8231033325252224,0.92427021986834,0.0485549841695409,0.1615237105531208,CCDC90A
Wald ratio,1,122.30811649,0.8350740281934661,0.4235026448328556,0.0486293378157842,2.3049846758228285,CTD-2323K18.1
IVW,2,70.59528441000002,0.2915495485396474,0.1478584796417137,0.0486307444147458,1.3384999525654042,TCL1B
IVW,5,28.27474276,0.4738835885755432,0.2403680652321397,0.0486676885356771,1.6062199937861292,SH3BP1
IVW,4,55.45185156,0.2993779374278555,0.1518710697384297,0.0486937131707205,1.3490193720519104,SMIM1
IVW,4,21.92674276,0.33647821963816,0.170741429338736,0.0487594843164966,1.4000083762487834,PPM1H
Wald ratio,1,233.43867369000003,-0.9461737975089504,0.4801515835771368,0.0487727253119774,0.3882236074463849,EIF3EP1
IVW,3,23.55257961000001,-0.2920483894908148,0.1482160973906379,0.0487899254851531,0.746732401098426,CNPY4
Wald ratio,1,53.73183203999999,1.319946904586505,0.6698955280892746,0.0487951515707769,3.743222624031441,IGLV5-48
IVW,2,27.96823225,-1.8638579670520357,0.94653659027614,0.0489376344794383,0.1550732075094326,RP11-517A5.7
Wald ratio,1,262.30069848999995,-0.5715844576029441,0.2903049574887161,0.0489633780534171,0.5646300971212301,MAP3K12
IVW,2,58.54086144,-0.6450557949330018,0.327698562568801,0.0490171398882433,0.5246332694118491,DBH
Wald ratio,1,23.57782249,-2.291946578248244,1.1647843153407338,0.0491025183017228,0.1010695304952953,AKAP8L
Wald ratio,1,45.46939761,4.962676217170144,2.522417671397428,0.0491338404326269,142.97591895600232,AMN1
Wald ratio,1,35.49061476000001,-2.132668513109746,1.0848785376170813,0.0493201963551206,0.1185205977176631,RP11-553L6.5
Wald ratio,1,24.16115716,2.109611791512389,1.073446392969036,0.0493830175553882,8.245039868800713,NAA50
Wald ratio,1,595.2721632400002,-0.4125855595904615,0.2102510185177594,0.0497220411093199,0.6619365592470096,TP73-AS1
Wald ratio,1,31.49117689,-1.639593884206212,0.8356328741736015,0.0497510349393315,0.1940588366484794,DEPDC1B
IVW,2,57.90753409,-0.6267780641107104,0.3194608926215351,0.0497640175504496,0.5343105449995419,EIF2C2
IVW,3,28.509192360000004,0.9158006370786108,0.4668465005857996,0.0498004520153634,2.498775063203232,DCP1A
Wald ratio,1,23.39850384,-21.59374183411891,11.008460266269742,0.0498138758425572,4.1875217694887324e-10,DNAJA1
IVW,2,29.135165290000003,1.397019889441404,0.7127072138297967,0.049977138493354,4.043133011966694,TBP
